area,content,TAB,TXT,IMG,HDR,TABs,TXTs,IMGs,HDRs,TAB_N,TXT_N,IMG_N,HDR_N,H_line,V_line,Form,Manuscript,Gallery,Front,long_l,short_l,Category_ID,Category,FILE,PAGE,TRUE
8752282,0.12,0,1,0,0,False,True,False,False,0,3,0,0,True,False,False,False,False,False,1088,589,6,Figure-text,CTX194103764,1,TEXT_HW
4497438,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,125,8591,5,Gallery,CTX194103787,1,TEXT_HW
4636266,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1264,3918,5,Gallery,CTX194103795,1,TEXT_HW
9104496,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,5243,2637,5,Gallery,CTX194103883,1,DRAW
3970134,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,175,8095,5,Gallery,CTX194103949,1,TEXT_HW
4485123,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,85,9214,5,Gallery,CTX194103984,1,TEXT_HW
4636266,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,79,10848,5,Gallery,CTX194104008,1,TEXT_HW
5273025,0.36,0,0.49,0.48,0.02,False,True,True,True,0,3,1,1,True,True,False,False,False,False,2675,4732,5,Gallery,CTX194104676,1,TEXT
8746113,0.26,0,1,0,0,False,True,False,False,0,18,0,0,True,True,False,False,False,False,2046,8505,5,Gallery,CTX194104725,2,TEXT_T
8733798,0.71,0,0.02,0.98,0,False,True,True,False,0,2,2,0,True,True,False,False,True,False,2571,8534,5,Gallery,CTX194104725,8,TEXT_T
8867650,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,3642,5956,5,Gallery,CTX194104819,1,DRAW
4578717,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,149,8385,5,Gallery,CTX194105204,1,TEXT_HW
4572616,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1668,4732,5,Gallery,CTX194105231,1,TEXT_HW
4162464,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,589,347,2,Form-figure,CTX194105289,1,TEXT_HW
9120650,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,2432,908,5,Gallery,CTX194105459,23,TEXT_T
9097880,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,6088,4218,5,Gallery,CTX194105459,27,TEXT_T
8971380,0.19,0,1,0,0,False,True,False,False,0,14,0,0,True,False,False,False,False,False,1479,916,6,Figure-text,CTX194105459,36,TEXT_T
8138050,0,0,0,0,0,False,False,False,False,0,0,0,0,False,True,False,False,False,False,3640,4390,5,Gallery,CTX194106081,10,PHOTO
7836769,0.23,0,0.07,0.93,0,False,True,True,False,0,1,1,0,False,True,False,False,False,False,2558,4287,5,Gallery,CTX194106081,15,PHOTO
8243948,0.85,0,1,0,0,False,True,False,False,0,1,0,0,True,True,False,True,False,False,194,20780,4,Text-body,CTX194106081,21,DRAW
8264316,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,216,16674,5,Gallery,CTX194106081,27,DRAW
8762166,0.71,0,0.02,0.98,0,False,True,True,False,0,1,2,0,True,False,False,False,True,False,786,583,5,Gallery,CTX194200116,1,TEXT_HW
8742398,0,0,0,0,0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,1878,737,5,Gallery,CTX194200207,1,TEXT_HW
8961260,0.26,0,0.08,0.92,0,False,True,True,False,0,1,1,0,True,True,False,False,False,False,377,485,5,Gallery,CTX194201336,25,LINE_T
8321664,0.33,0,0.07,0.93,0,False,True,True,False,0,1,1,0,True,True,False,False,False,False,3228,3290,5,Gallery,CTX194201336,33,PHOTO_L
8984030,0.18,0,0.34,0.66,0,False,True,True,False,0,2,1,0,True,False,False,False,False,False,863,856,5,Gallery,CTX194201336,41,LINE_T
8961260,0.24,0,0.05,0.95,0,False,True,True,False,0,1,1,0,True,False,False,False,False,False,397,435,5,Gallery,CTX194201336,47,LINE_T
9017932,0.29,0,0.14,0.86,0,False,True,True,False,0,1,1,0,True,True,False,False,False,False,4132,5533,5,Gallery,CTX194201336,53,PHOTO_L
8961260,0.23,0,0.09,0.91,0,False,True,True,False,0,3,1,0,True,False,False,False,False,False,391,442,5,Gallery,CTX194201336,75,LINE_T
8971380,0,0,0,0,0,False,False,False,False,0,0,0,0,False,False,False,False,False,False,325,365,5,Gallery,CTX194201336,82,LINE_T
8961260,0.31,0,0,1,0,False,False,True,False,0,0,1,0,True,True,False,False,False,False,301,383,5,Gallery,CTX194201336,102,LINE_T
8984030,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,444,659,2,Form-figure,CTX194201336,133,LINE_T
8951140,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,870,901,2,Form-figure,CTX194201336,145,LINE_T
8920780,0.51,0,0.36,0.64,0,False,True,True,False,0,3,2,0,True,True,False,False,False,False,4155,2676,6,Figure-text,CTX194201336,254,LINE_T
8920780,0.21,0,0.29,0.71,0,False,True,True,False,0,1,1,0,True,True,False,False,False,False,910,1385,5,Gallery,CTX194201336,260,LINE_T
8920780,0,0,0,0,0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,1253,1326,5,Gallery,CTX194201336,270,LINE_T
8930900,0.35,0,0.4,0.6,0,False,True,True,False,0,1,1,0,True,True,False,False,False,False,1348,1311,5,Gallery,CTX194201336,275,LINE_T
8930900,0.45,0,0.51,0.49,0,False,True,True,False,0,1,1,0,True,True,False,False,False,False,4907,3299,5,Gallery,CTX194201336,277,LINE_T
8920780,0.78,0,0.16,0.84,0,False,True,True,False,0,1,2,0,True,True,False,False,True,False,3982,2363,5,Gallery,CTX194201336,286,LINE_T
8920780,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,3278,3438,5,Gallery,CTX194201336,288,LINE_HW
8867650,0,0,0,0,0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,2201,1433,5,Gallery,CTX194201336,292,DRAW
8933914,0.84,0,0,1,0,False,False,True,False,0,0,1,0,True,False,False,False,True,False,2346,12120,5,Gallery,CTX194201336,299,PHOTO
9071398,0.45,0,0.32,0.65,0.03,False,True,True,True,0,3,1,1,True,True,False,False,False,False,1254,967,5,Gallery,CTX194202458,1,DRAW_L
8324940,0.84,0,0.02,0.98,0,False,True,True,False,0,1,1,0,True,True,False,False,True,False,1144,9747,5,Gallery,CTX194203019,11,DRAW
8561520,0.27,0,1,0,0,False,True,False,False,0,11,0,0,True,True,False,False,False,False,1965,1370,4,Text-body,CTX194203019,24,TEXT_T
8571640,0.26,0,1,0,0,False,True,False,False,0,10,0,0,True,True,False,False,False,False,4957,3904,5,Gallery,CTX194203019,39,TEXT_T
8571640,0.7,0,0,1,0,False,True,True,False,0,1,2,0,True,True,False,False,True,False,1401,1064,5,Gallery,CTX194203019,56,TEXT_T
8571640,0.29,0,0.98,0,0.02,False,True,False,True,0,20,0,2,True,True,False,False,False,False,3655,2282,4,Text-body,CTX194203019,72,TEXT_T
8581760,0.28,0,0.98,0,0.02,False,True,False,True,0,20,0,2,True,False,False,False,False,False,2209,932,4,Text-body,CTX194203019,74,TEXT_T
8571640,0.37,0,1,0,0,False,True,False,False,0,14,0,0,True,True,False,False,False,False,4514,2012,4,Text-body,CTX194203019,83,TEXT_T
8581760,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,3513,6912,5,Gallery,CTX194203019B,6,LINE_T
8187900,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,450,15531,5,Gallery,CTX194203019B,7,LINE_T
8571640,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,3304,2936,5,Gallery,CTX194203019B,10,TEXT_T
8581760,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,3364,3669,5,Gallery,CTX194203019B,19,LINE_T
8581760,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,2271,7166,5,Gallery,CTX194203019B,20,LINE_T
8591880,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,4013,3698,5,Gallery,CTX194203019B,25,LINE_T
8581760,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1885,1376,5,Gallery,CTX194203019B,45,LINE_T
9081582,0.25,0,0.09,0.91,0,False,True,True,False,0,2,1,0,True,True,False,False,False,False,1307,2939,5,Gallery,CTX194300097,5,PHOTO_L
9124864,0.22,0,0,1,0,False,False,True,False,0,0,1,0,False,True,False,False,False,False,935,1690,5,Gallery,CTX194300097,6,PHOTO_L
9135048,0.01,0,1,0,0,False,True,False,False,0,1,0,0,True,True,False,False,False,False,699,1621,6,Figure-text,CTX194300097,11,PHOTO_L
9135048,0.77,0,0.05,0.95,0,False,True,True,False,0,2,3,0,True,True,False,False,True,False,1065,1321,5,Gallery,CTX194300097,12,PHOTO_L
9057400,0.1,0,0.06,0.93,0.01,False,True,True,True,0,2,1,1,False,False,False,False,False,False,311,360,10,Neither,CTX194300097,24,LINE_T
9135048,0,0,0,0,0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,998,1443,2,Form-figure,CTX194300097,27,PHOTO_L
9067520,0,0,0,0,1,False,False,False,True,0,0,0,1,False,False,False,False,False,False,324,384,5,Gallery,CTX194300097,33,LINE_T
8933914,0.35,0,0.62,0.38,0,False,True,True,False,0,2,1,0,True,True,False,False,False,False,238,13210,6,Figure-text,CTX194300888,18,PHOTO_L
8933914,0.32,0,0.21,0.79,0,False,True,True,False,0,1,1,0,True,True,False,False,False,False,315,12835,5,Gallery,CTX194300888,33,PHOTO_L
9034630,0.37,0,0.33,0.63,0.04,False,True,True,True,0,4,1,1,True,True,False,False,False,False,422,19970,5,Gallery,CTX194300888,38,DRAW
9047280,0.03,0,1,0,0,False,True,False,False,0,1,0,0,True,False,False,False,False,False,396,500,4,Text-body,CTX194300889,18,LINE_T
9110530,0.32,0,0.08,0.92,0,False,True,True,False,0,1,1,0,False,False,False,False,False,False,388,359,5,Gallery,CTX194300889,22,LINE_T
9087760,0.11,0,0.28,0.72,0,False,True,True,False,0,3,1,0,False,False,False,False,False,False,373,409,10,Neither,CTX194300889,23,LINE_T
9034630,0.04,0,0.91,0,0.09,False,True,False,True,0,1,0,3,True,False,False,False,False,False,532,554,6,Figure-text,CTX194300889,29,LINE_T
9034630,0.8,0,0.13,0.87,0,False,True,True,True,0,2,2,1,True,False,False,False,True,False,1049,879,5,Gallery,CTX194300889,30,LINE_T
9034630,0.04,0,1,0,0,False,True,False,False,0,1,0,0,True,False,False,False,False,False,488,451,4,Text-body,CTX194300889,31,LINE_T
9024510,0.25,0,0.1,0.9,0,False,True,True,False,0,1,1,0,False,False,False,False,False,False,322,313,10,Neither,CTX194300889,45,LINE_T
9034630,0.61,0,0.2,0.78,0.03,False,True,True,True,0,4,2,1,True,True,False,False,False,False,509,14757,6,Figure-text,CTX194300889,48,DRAW
9024510,0.31,0,0.3,0.69,0.01,False,True,True,True,0,4,2,1,False,True,False,False,False,False,2741,2186,5,Gallery,CTX194301206,1,DRAW_L
8971380,0.16,0,1,0,0,False,True,False,False,0,4,0,0,True,False,False,False,False,False,929,635,6,Figure-text,CTX194301332,5,LINE_T
8971380,0.81,0,0.13,0.87,0,False,True,True,True,0,6,2,1,True,False,False,False,True,False,1079,762,5,Gallery,CTX194301332,7,LINE_T
8941020,0.13,0,1,0,0,False,True,False,False,0,5,0,0,True,False,False,False,False,False,1267,974,6,Figure-text,CTX194301332,23,LINE_T
8961260,0.94,0,0.26,0.74,0,False,True,True,False,0,6,2,0,False,False,False,False,True,False,1584,674,5,Gallery,CTX194301332,26,LINE_T
8920780,0.22,0,1,0,0,False,True,False,False,0,9,0,0,False,False,False,False,False,False,1120,646,4,Text-body,CTX194301332,30,LINE_T
8920780,0.19,0,1,0,0,False,True,False,False,0,5,0,0,False,False,False,False,False,False,1262,696,6,Figure-text,CTX194301332,31,TEXT_T
8933914,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1719,7614,5,Gallery,CTX194301332,37,PHOTO
8933914,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1189,8196,5,Gallery,CTX194301332,47,PHOTO
8867650,0.7,0,0,1,0,False,False,True,True,0,0,2,1,True,True,False,False,True,False,4865,2660,5,Gallery,CTX194400829,1,DRAW_L
9114680,0,0,0,0,0,False,False,False,False,0,0,0,0,False,True,False,False,False,False,2625,766,5,Gallery,CTX194500814,1,DRAW_L
9227662,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,471,13956,5,Gallery,CTX194500978,1,PHOTO_L
9104496,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,3875,3713,5,Gallery,CTX194501102,1,DRAW_L
9091766,0,0,0,0,0,False,False,False,False,0,0,0,0,False,False,False,False,False,False,2954,850,5,Gallery,CTX194501103,1,DRAW_L
8856064,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,4986,6897,5,Gallery,CTX194501159,1,DRAW_L
9067520,0.27,0,0.65,0.35,0,False,True,True,False,0,5,1,0,True,True,False,False,False,False,2988,1440,6,Figure-text,CTX194501518,1,DRAW_L
9024510,0.7,0,0,1,0,False,True,True,False,0,1,2,0,False,True,False,False,True,False,3502,2105,5,Gallery,CTX194501525,1,DRAW_L
9067520,0.01,0,1,0,0,False,True,False,False,0,2,0,0,True,True,False,False,False,False,1846,693,6,Figure-text,CTX194501535,1,DRAW_L
9124864,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,2752,1014,5,Gallery,CTX194501755,1,DRAW_L
9104496,0.98,0,0.04,0.96,0,False,True,True,False,0,1,3,0,True,True,False,False,True,False,2296,1138,5,Gallery,CTX194501794,1,DRAW_L
9077640,0.25,0,0.1,0.9,0,False,True,True,False,0,1,1,0,True,False,False,False,False,False,637,536,5,Gallery,CTX194501831,1,DRAW_L
9024510,0.49,0,0.06,0.94,0,False,True,True,True,0,1,2,1,True,False,False,False,False,False,611,515,5,Gallery,CTX194501840,1,DRAW_L
9047280,0.2,0,0.21,0.79,0,False,True,True,False,0,1,1,0,True,False,False,False,False,False,465,465,10,Neither,CTX194501841,1,DRAW_L
9067520,0.49,0,0.06,0.94,0,False,True,True,False,0,1,1,0,True,False,False,False,False,False,744,1246,5,Gallery,CTX194501855,1,DRAW_L
8755965,0.22,0,0.13,0.87,0,False,True,True,False,0,1,2,0,True,False,False,False,False,False,614,728,5,Gallery,CTX194501860,1,DRAW_L
8984030,0.28,0,0.1,0.9,0,False,True,True,False,0,2,1,0,True,False,False,False,False,False,1058,1018,5,Gallery,CTX194501863,1,DRAW_L
9114680,0.12,0,0.16,0.83,0.01,False,True,True,True,0,3,1,1,True,False,False,False,False,False,1338,1329,5,Gallery,CTX194501873,1,DRAW_L
8702320,0,0,0,0,0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,885,870,2,Form-figure,CTX194501879,1,DRAW_L
9091766,0.03,0,1,0,0,False,True,False,False,0,1,0,0,False,False,False,False,False,False,859,902,6,Figure-text,CTX194501892,1,DRAW_L
9091766,0.7,0,0,1,0,False,True,True,False,0,1,2,0,True,True,False,False,True,False,1782,844,5,Gallery,CTX194501894,1,DRAW_L
9114680,0.3,0,0.06,0.94,0,False,True,True,False,0,4,2,0,False,True,False,False,False,False,1540,2334,5,Gallery,CTX194501902,1,DRAW_L
8702320,0.8,0,0.03,0.97,0,False,True,True,False,0,2,3,0,True,False,False,False,True,False,1198,1243,5,Gallery,CTX194501910,1,DRAW_L
9114680,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,3624,1544,5,Gallery,CTX194502486,1,DRAW_L
3563280,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,701,4856,5,Gallery,CTX194502780,1,DRAW
9081582,0.02,0,1,0,0,False,True,False,False,0,5,0,0,True,False,False,False,False,False,869,290,6,Figure-text,CTX194502866,1,DRAW
9028116,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1800,13189,5,Gallery,CTX194502989,1,DRAW
8898010,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,240,15882,5,Gallery,CTX194503005,4,DRAW
8984030,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,5350,7263,5,Gallery,CTX194503005,6,DRAW
8984030,0.89,0,1,0,0,False,True,False,False,0,1,0,0,True,True,False,True,False,False,919,8707,4,Text-body,CTX194503005,7,DRAW
9004270,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,3112,300,5,Gallery,CTX194503005,13,TEXT_T
9007748,0,0,1,0,0,False,True,False,False,0,1,0,0,True,True,False,False,False,False,688,576,6,Figure-text,CTX194503005,17,DRAW_L
8997564,0,0,0,0,0,False,False,False,False,0,0,0,0,False,False,False,False,False,False,622,568,5,Gallery,CTX194503005,19,DRAW_L
9071398,0,0,1,0,0,False,True,False,False,0,1,0,0,False,False,False,False,False,False,692,751,6,Figure-text,CTX194503005,23,DRAW_L
9028116,0.01,0,1,0,0,False,True,False,False,0,3,0,0,False,True,False,False,False,False,568,963,6,Figure-text,CTX194503005,30,LINE_T
9017932,0.01,0,1,0,0,False,True,False,False,0,2,0,0,True,True,False,False,False,False,668,608,6,Figure-text,CTX194503005,36,LINE_T
8807688,0.51,0,0,1,0,False,True,True,False,0,1,1,0,False,False,False,False,True,False,1576,753,5,Gallery,CTX194503054,1,DRAW_L
9040846,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,4391,3988,5,Gallery,CTX194600180,1,DRAW
8933914,0.04,0,0.07,0.93,0,False,True,True,False,0,2,1,0,False,False,False,False,False,False,822,1308,5,Gallery,CTX194600481,1,PHOTO_L
8933914,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,4881,764,5,Gallery,CTX194600482,1,PHOTO_L
8817540,0.12,0,0.02,0.98,0,False,True,True,False,0,1,1,0,False,False,False,False,False,False,347,400,10,Neither,CTX194600678,1,DRAW_L
9077640,0.19,0,0.14,0.86,0,False,True,True,False,0,1,1,0,True,False,False,False,False,False,1116,1280,5,Gallery,CTX194600722,1,DRAW_L
9104496,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,298,16272,5,Gallery,CTX194601493,1,PHOTO_L
8785521,0.01,0,0.92,0,0.08,False,True,False,True,0,1,0,1,False,False,False,False,False,False,684,768,6,Figure-text,CTX194603293,1,DRAW_L
9028116,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1829,4229,5,Gallery,CTX194603432,1,DRAW
8933914,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,136,26154,5,Gallery,CTX194603902,1,TEXT_HW
8908130,0.06,0,0.99,0,0.01,False,True,False,True,0,7,0,1,True,False,False,False,False,False,2597,1814,6,Figure-text,CTX194603902,7,DRAW_L
8898010,0.7,0,0,1,0,False,True,True,False,0,1,2,0,False,False,False,False,True,False,1947,1084,5,Gallery,CTX194603902,17,DRAW_L
8920780,0.25,0,0.02,0.98,0,False,True,True,False,0,1,1,0,True,True,False,False,False,False,349,324,5,Gallery,CTX194603902,24,LINE_T
4533760,0.66,0,0.82,0.15,0.02,False,True,True,True,0,8,1,1,True,True,False,True,False,False,433,6598,6,Figure-text,CTX194603967,1,DRAW
8762166,0.52,0,0.07,0.93,0,False,True,True,False,0,2,2,0,True,False,False,False,False,False,1346,1540,5,Gallery,CTX194604172,1,DRAW
8732514,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,3658,11924,5,Gallery,CTX194604250,1,DRAW
8716356,0,0,0,0,0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,374,7060,5,Gallery,CTX194604269A,1,DRAW
9061214,0.02,0,1,0,0,False,True,False,False,0,1,0,0,True,True,False,False,False,False,201,17645,6,Figure-text,CTX194604273,8,DRAW
9091766,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,459,17820,5,Gallery,CTX194604273,11,DRAW
9040846,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1260,882,5,Gallery,CTX194604273,17,LINE_HW
4463088,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,2430,439,5,Gallery,CTX194604274,12,TEXT_HW
4441475,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,176,7481,5,Gallery,CTX194604274,16,TEXT_HW
4626082,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1253,7431,5,Gallery,CTX194604274,19,LINE_HW
4573870,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1011,3838,5,Gallery,CTX194604274,24,TEXT_HW
9071398,0.71,0,0.02,0.98,0,False,True,True,False,0,3,2,0,False,False,False,False,True,False,1398,1214,5,Gallery,CTX194604813,1,DRAW
9155416,0.09,0,0,1,0,False,False,True,False,0,0,1,0,False,False,False,False,False,False,1244,1937,5,Gallery,CTX194604916,1,DRAW_L
8716356,0.19,0,0.62,0.38,0,False,True,True,False,0,6,1,0,False,False,False,False,False,False,896,985,6,Figure-text,CTX194606420,1,PHOTO_L
8897960,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,2740,8361,5,Gallery,CTX194607858,3,LINE_HW
9161013,0.82,0,0,1,0,False,False,True,True,0,0,1,1,True,True,False,False,True,False,1462,10941,5,Gallery,CTX194607858,20,LINE_HW
8875521,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,3233,4198,5,Gallery,CTX194607858,37,LINE_HW
8940096,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,3863,4189,5,Gallery,CTX194607858,39,LINE_HW
8826986,0.7,0,0,1,0,False,True,True,False,0,1,2,0,True,True,False,False,True,False,1732,6686,5,Gallery,CTX194607858,49,LINE_HW
8863204,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,3038,4993,5,Gallery,CTX194607858,73,LINE_HW
9239434,0.71,0,0.01,0.99,0,False,True,True,False,0,5,2,0,True,True,False,False,True,False,4721,1657,5,Gallery,CTX194607858,80,LINE_HW
8838774,0.7,0,0,1,0,False,True,True,False,0,1,2,0,True,True,False,False,True,False,2805,4755,5,Gallery,CTX194607858,83,LINE_HW
8815884,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1874,8498,5,Gallery,CTX194607858,91,LINE_HW
8855948,0.7,0,0,1,0,False,True,True,False,0,1,2,0,True,True,False,False,True,False,4600,1784,5,Gallery,CTX194607858,100,LINE_HW
8949114,0.7,0,0,1,0,False,True,True,False,0,1,2,0,True,True,False,False,True,False,4849,2902,5,Gallery,CTX194607858,110,LINE_HW
8836615,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,5104,2941,5,Gallery,CTX194607858,116,LINE_HW
9384594,0.7,0,0,1,0,False,True,True,False,0,2,2,0,True,True,False,False,True,False,5322,5245,5,Gallery,CTX194607858,135,LINE_HW
9275049,0.7,0,0,1,0,False,False,True,True,0,0,2,1,True,True,False,False,True,False,6090,2072,5,Gallery,CTX194607858,137,LINE_HW
8947314,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,4652,1584,5,Gallery,CTX194607858,138,LINE_HW
8873380,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,6120,2697,5,Gallery,CTX194607858,145,LINE_HW
9004455,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,5968,2037,5,Gallery,CTX194607858,153,LINE_HW
9084944,0.7,0,0,1,0,False,True,True,False,0,2,2,0,True,True,False,False,True,False,6590,1896,5,Gallery,CTX194607858,161,LINE_HW
9128608,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,3566,1700,5,Gallery,CTX194607858,180,LINE_HW
9224187,0.7,0,0,1,0,False,False,True,True,0,0,2,1,True,True,False,False,True,False,4094,1738,5,Gallery,CTX194607858,191,LINE_HW
9046660,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1439,816,5,Gallery,CTX194607858,206,LINE_HW
9280752,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1655,973,5,Gallery,CTX194607858,216,LINE_HW
5976366,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,2847,4762,5,Gallery,CTX194707363,2,TEXT_HW
6441380,0.35,0,1,0,0,False,True,False,False,0,4,0,0,True,False,False,False,False,False,3434,528,4,Text-body,CTX194707363,7,TEXT_P
6441380,0.48,0,1,0,0,False,True,False,False,0,1,0,0,True,True,False,False,False,False,4359,1551,4,Text-body,CTX194707363,17,TEXT_P
6428650,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,3621,1090,5,Gallery,CTX194707363,20,TEXT_P
6428650,0.61,0,0,1,0,False,False,True,False,0,0,1,0,True,True,False,False,True,False,584,12413,5,Gallery,CTX194707363,30,TEXT_P
8670739,0.79,0,0,1,0,False,False,True,False,0,0,1,0,True,False,False,False,True,False,258,266,5,Gallery,CTX194707363,39,TEXT_HW
8597050,0.88,0,0,1,0,False,False,True,False,0,0,1,0,False,True,False,False,True,False,3926,1468,5,Gallery,CTX194802761,1,DRAW_L
9071398,0.1,0,0.45,0.55,0,False,True,True,False,0,1,1,0,True,False,False,False,False,False,732,710,5,Gallery,CTX194901219,1,DRAW_L
16169664,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,6783,14779,5,Gallery,CTX195100667,117,LINE_T
9135048,0.7,0,0.01,0.99,0,False,True,True,False,0,1,2,0,True,True,False,False,True,False,6344,4106,5,Gallery,CTX195100911,1,DRAW
8865948,0.71,0,0.01,0.99,0,False,True,True,False,0,2,2,0,False,False,False,False,True,False,1876,1936,5,Gallery,CTX195100913,1,DRAW
8817540,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,3502,8804,5,Gallery,CTX195100916,1,DRAW
9124864,0.7,0,0.01,0.99,0,False,True,True,False,0,1,2,0,True,True,False,False,True,False,4909,1888,5,Gallery,CTX195100919,1,DRAW
9114680,0.71,0,0.01,0.99,0,False,True,True,False,0,3,2,0,True,True,False,False,True,False,3974,2966,5,Gallery,CTX195100927,1,DRAW
8984030,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,6151,2444,5,Gallery,CTX195104783,3,DRAW_L
9135048,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,201,24035,5,Gallery,CTX195305048,1,TEXT_HW
8702320,1.01,0,0.01,0.99,0,False,True,True,False,0,2,4,0,False,False,False,False,True,False,2428,2662,5,Gallery,CTX195306039,1,PHOTO_L
8652600,0.61,0,0.63,0.37,0,False,True,True,False,0,6,1,0,True,False,False,False,False,False,2181,1251,5,Gallery,CTX195306062,33,LINE_HW
8933914,0.12,0,0.99,0,0.01,False,True,False,True,0,4,0,1,True,True,False,False,False,False,3222,4279,5,Gallery,CTX195401215,1,PHOTO_L
8670739,0.58,0,0.24,0.76,0,False,True,True,False,0,3,1,0,True,False,False,False,False,False,1682,2242,6,Figure-text,CTX195401264,1,PHOTO_L
8933914,0.7,0,0,1,0,False,True,True,False,0,2,2,0,True,True,False,False,True,False,5000,3205,5,Gallery,CTX195401395,1,PHOTO_L
